ResponseId,RecordedDate,StartDate,EndDate,Finished,condition,Outdoor_Activities,Outdoor_Details_1_1,Outdoor_Details_1_2,Outdoor_Details_1_3,Outdoor_Details_2_1,Outdoor_Details_2_2,Outdoor_Details_2_3,Outdoor_Details_3_1,Outdoor_Details_3_2,Outdoor_Details_3_3,Outdoor_Details_4_1,Outdoor_Details_4_2,Outdoor_Details_4_3,Outdoor_Details_5_1,Outdoor_Details_5_2,Outdoor_Details_5_3,Outdoor_Details_6_1,Outdoor_Details_6_2,Outdoor_Details_6_3,Outdoor_Details_7_1,Outdoor_Details_7_2,Outdoor_Details_7_3,Outdoor_Details_8_1,Outdoor_Details_8_2,Outdoor_Details_8_3,Outdoor_Details_9_1,Outdoor_Details_9_2,Outdoor_Details_9_3,Outdoor_Details_10_1,Outdoor_Details_10_2,Outdoor_Details_10_3,Outdoor_Details_11_1,Outdoor_Details_11_2,Outdoor_Details_11_3,Outdoor_Details_8_TEXT,Outdoor_Details_9_TEXT,Outdoor_Details_10_TEXT,Outdoor_Details_11_TEXT
R_Qgdv5Q0v8V1EWT7,2020-12-13 22:32:55,2020-12-13 21:46:34,2020-12-13 22:32:55,1,stationary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_eJQhbWSME90sW6l,2020-12-15 12:27:29,2020-12-15 11:56:28,2020-12-15 12:27:29,1,action,7,,,,,,,,,,,,,,,,,,,10,7,5,,,,,,,,,,,,,,,,
R_2QfjS9k0VE4B3ex,2020-12-16 15:53:34,2020-12-16 15:26:43,2020-12-16 15:53:33,1,stationary,"2,3,6,7",,,,5,0,4,4,1,3,,,,,,,3,1,3,14,0,5,,,,,,,,,,,,,,,,
R_1jdjzXM6TTxWU15,2020-12-20 02:23:33,2020-12-19 22:05:23,2020-12-19 22:23:30,0,control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2TS04vuRri2Tzy3,2020-12-20 02:23:37,2020-12-19 22:23:30,2020-12-19 22:23:36,0,action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_eWFeakVIjkmlzgd,2020-12-22 09:39:37,2020-12-22 09:16:24,2020-12-22 09:39:36,1,action,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_xDBozmNIJhLwDMB,2021-02-23 12:00:05,2021-02-23 11:34:18,2021-02-23 12:00:05,1,stationary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1n9hXXlqv4725Nx,2021-02-23 13:03:46,2021-02-23 09:03:04,2021-02-23 09:03:45,0,stationary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3jdnVXeXzCFjRyz,2021-02-25 03:37:05,2021-02-24 23:36:22,2021-02-24 23:37:00,0,action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2w62m0QjvI58rMO,2021-02-25 19:18:13,2021-02-25 18:45:24,2021-02-25 19:18:10,1,control,"7,8",,,,,,,,,,,,,,,,,,,1,3,3,10,0,9,,,,,,,,,,,,,
R_w1tERrKrnr23GIV,2021-02-26 15:50:57,2021-02-26 15:26:14,2021-02-26 15:50:56,1,action,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_yBJcWiGUlZbxLuF,2021-02-26 22:12:20,2021-02-26 21:49:43,2021-02-26 22:12:20,1,control,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_BzgpyhFK6vCMUgN,2021-02-28 11:06:13,2021-02-28 10:30:45,2021-02-28 11:06:12,1,stationary,"7,8",,,,,,,,,,,,,,,,,,,5,7,5,7,1,5,,,,,,,,,,,,,
R_2rkjwQWCsVwRGuY,2021-03-01 12:18:03,2021-03-01 11:37:48,2021-03-01 12:18:02,1,stationary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_27x3rOFJ0mxbfzl,2021-03-08 15:22:50,2021-03-08 15:00:48,2021-03-08 15:22:49,1,control,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_Toc7KrnXwSl8JsB,2021-03-11 14:23:33,2021-03-11 13:56:37,2021-03-11 14:23:32,1,action,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_24ee4Pzz0MfRvSt,2021-03-26 13:14:44,2021-03-26 12:48:47,2021-03-26 13:14:44,1,stationary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1dlRMVtlkOHFKUh,2021-03-27 20:10:21,2021-03-27 19:44:32,2021-03-27 20:10:21,1,control,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2RX1w1tljXBbsF5,2021-04-02 21:05:37,2021-04-02 20:32:55,2021-04-02 21:05:37,1,control,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_24ADeoWP3McWbyU,2021-04-05 21:16:00,2021-04-05 20:51:22,2021-04-05 21:15:59,1,action,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
