ResponseId,RecordedDate,StartDate,EndDate,Finished,condition,Outdoor_Activities,Outdoor_Details_1_1,Outdoor_Details_1_2,Outdoor_Details_1_3,Outdoor_Details_2_1,Outdoor_Details_2_2,Outdoor_Details_2_3,Outdoor_Details_3_1,Outdoor_Details_3_2,Outdoor_Details_3_3,Outdoor_Details_4_1,Outdoor_Details_4_2,Outdoor_Details_4_3,Outdoor_Details_5_1,Outdoor_Details_5_2,Outdoor_Details_5_3,Outdoor_Details_6_1,Outdoor_Details_6_2,Outdoor_Details_6_3,Outdoor_Details_7_1,Outdoor_Details_7_2,Outdoor_Details_7_3,Outdoor_Details_8_1,Outdoor_Details_8_2,Outdoor_Details_8_3,Outdoor_Details_9_1,Outdoor_Details_9_2,Outdoor_Details_9_3,Outdoor_Details_10_1,Outdoor_Details_10_2,Outdoor_Details_10_3,Outdoor_Details_11_1,Outdoor_Details_11_2,Outdoor_Details_11_3,Outdoor_Details_8_TEXT,Outdoor_Details_9_TEXT,Outdoor_Details_10_TEXT,Outdoor_Details_11_TEXT
R_1nZvHT20QlYVl4Q,2020-12-11 19:06:05,2020-12-11 18:40:46,2020-12-11 19:06:05,1,action,3,,,,,,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1EjsU2bOILm1E5T,2020-12-14 13:57:13,2020-12-14 13:29:19,2020-12-14 13:57:13,1,action,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1opw5pnx0TGxOuo,2020-12-16 19:48:14,2020-12-16 15:46:50,2020-12-16 15:47:52,0,stationary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_uqsAXYlwGWhSiHv,2020-12-17 10:32:34,2020-12-17 09:58:23,2020-12-17 10:32:34,1,control,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1roUDxtrbunbHef,2020-12-20 20:28:27,2020-12-20 20:03:18,2020-12-20 20:28:26,1,control,"2,4,5",,,,1,4,2,,,,1,6,2,1,6,2,,,,,,,,,,,,,,,,,,,,,,
R_3g7TqAJCZNbZ8JI,2020-12-21 01:23:02,2020-12-20 21:04:58,2020-12-20 21:22:36,0,stationary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3Ic4uQ9YZNVQXGE,2021-02-23 20:55:22,2021-02-23 16:50:23,2021-02-23 16:55:21,0,control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2uU7IH5rL0I0Beu,2021-02-23 21:17:22,2021-02-23 17:13:09,2021-02-23 17:17:19,0,stationary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2P86vYRWi4fyQnu,2021-02-24 15:12:35,2021-02-24 14:46:24,2021-02-24 15:12:35,1,action,"2,7",,,,11,19,4,,,,,,,,,,,,,1,11,2,,,,,,,,,,,,,,,,
R_3gMjj5c4HnDNeVL,2021-02-25 18:23:20,2021-02-25 17:55:16,2021-02-25 18:23:20,1,action,"3,7",,,,,,,2,6,2,,,,,,,,,,1,18,3,,,,,,,,,,,,,,,,
R_a9MSRxNGf5PoAdH,2021-02-26 22:24:44,2021-02-26 21:57:38,2021-02-26 22:24:44,1,action,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1fftoTDPgXSVn7m,2021-03-01 19:59:15,2021-03-01 15:54:18,2021-03-01 15:59:13,0,control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2Xcyu1k8au3IJne,2021-03-03 15:37:13,2021-03-03 15:10:01,2021-03-03 15:37:13,1,stationary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3fJzX6lUowC9Eqm,2021-03-05 20:58:28,2021-03-05 20:34:19,2021-03-05 20:58:27,1,action,2,,,,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_4SJVKhER6MUhxNn,2021-03-06 22:17:04,2021-03-06 21:51:39,2021-03-06 22:17:04,1,stationary,7,,,,,,,,,,,,,,,,,,,12,1,4,,,,,,,,,,,,,,,,
R_1isvn10Ya3STFTi,2021-03-08 08:34:03,2021-03-08 08:05:51,2021-03-08 08:34:03,1,control,7,,,,,,,,,,,,,,,,,,,10,0,6,,,,,,,,,,,,,,,,
R_WpTrLvuQZ0fnN97,2021-03-11 16:15:37,2021-03-11 15:47:32,2021-03-11 16:15:37,1,action,"1,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1IaDNqugWs0onDJ,2021-03-11 19:08:51,2021-03-11 18:43:33,2021-03-11 19:08:51,1,stationary,"3,4,7",,,,,,,17,2,4,2,6,1,,,,,,,10,3,2,,,,,,,,,,,,,,,,
R_2S67YtQ0u0Nediw,2021-03-12 09:35:08,2021-03-12 09:08:04,2021-03-12 09:34:57,1,action,7,,,,,,,,,,,,,,,,,,,4,4,3,,,,,,,,,,,,,,,,
R_25yXqXnTXEfJGgx,2021-03-13 12:15:42,2021-03-13 11:50:16,2021-03-13 12:15:41,1,stationary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3iPC0UtSkL5wSLd,2021-04-02 19:03:17,2021-04-02 18:38:45,2021-04-02 19:03:16,1,stationary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_ZwxZ6NcCX9IhGgh,2021-04-03 15:17:56,2021-04-03 14:45:36,2021-04-03 15:17:56,1,control,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_Xk4nj9EiblUI9oZ,2021-04-06 13:30:24,2021-04-06 12:53:14,2021-04-06 13:30:24,1,action,"8,9,10",,,,,,,,,,,,,,,,,,,,,,10,2,6,8,0,6,7,6,3,,,,,,,
