ResponseId,RecordedDate,StartDate,EndDate,Finished,condition,Birth_Year,Education,Occupation,Gender,Race,Exp_Guess,Results_Guess,Understanding,Strategies,Images
R_YQDCfe7jPex8XWF,2020-12-13 01:40:11,2020-12-13 01:14:12,2020-12-13 01:40:10,True,stationary,2000,Some college but no degree,Student,Female,Black or African American,Agility and previous experience,Im not exactly sure but it would show I am not very good at remembering movements due to my low background in sports/martial arts/ dance,no,muscle memory,yes they were
R_3lp76hgXxNis0LL,2020-12-14 19:06:25,2020-12-14 18:27:15,2020-12-14 19:06:25,True,stationary,1999,Some college but no degree,Student (and student employee as writing tutor),Female,"Asian,White","I think it was about memory, movement, and patterns- so how well people can remember patterns in movement. Maybe it was also about how standing up or sitting down affects memory, or about how well people can mirror movements. ","Based off my experience with the study (I did not answer any of the questions correctly and was not confident in my answers), I would guess the results would show that many people have trouble remembering patterns in movement. But maybe their memory is not always completely off- maybe a lot of people get the correct movement but on the wrong side, or the right side but the wrong movement.  ","I watched the 3rd of the videos while standing, as I did with the 2nd video- I forget if there were instructions to just stand still for the 3rd video but I remember being confused, as if the 2nd video was accidentally replaying. Maybe instructions to keep standing for the 3rd video would help? Also, for the extracurricular activity section instructions, I believe the third column was labelled ""second.""  ","I tried not to think too hard about the movement that comes next because, to be honest, I didn't catch hold of any patterns while watching, even though I tried at times. I thought that thinking/concentrating hard would just make me indecisive, so when it came time to make my movement, I just tried to let it come naturally and subconsciously to me. ","I thought they were clear. I interpreted them as: move the opposite side as the person on screen, and stand instead of sitting. "
R_2vjiW0FSngfhj5d,2020-12-15 21:11:54,2020-12-15 20:44:08,2020-12-15 21:11:54,True,control,1998,Some college but no degree,,Female,Black or African American,Memory,"Memory of coordinated movements ",,photoraphic memory,
R_2DYwc2acZoiKh3s,2020-12-19 13:15:53,2020-12-19 12:49:47,2020-12-19 13:15:52,True,action,1999,Bachelor's degree in college (4-year),student,Male,"Hispanic or Latinx,White",online exercise or sports classes/instruction,"the quality, difficulty, ability to remember online exercises involving body movement",no,logic and body movement,yes
R_31iwXySSp82yTYk,2020-12-20 15:26:08,2020-12-20 14:52:48,2020-12-20 15:26:08,True,stationary,2000,Some college but no degree,student,Male,White,Not sure,That people with more sports and outdoor experience can perform the movements with more accuracy.,I didn't know I was supposed to be paying attention to the order of the movements in the video. It was hard to pay attention because I thought the video was being repetitive but I didn't know why.,I used my brain,"the last image on this page didn't load, but previously in the study every image was clear. The third image right above this text box is blank with a small blue square in the middle and a white question mark in the square."
R_2t4NJLn62bkRrJR,2021-02-23 16:54:16,2021-02-23 16:26:27,2021-02-23 16:54:15,True,action,2000,High school graduate (high school diploma or equivalent including GED),Student,Male,"Black or African American,Hispanic or Latinx",How do people learn movements,"The results will show that if you physically practice moves, you are more likely to remember them and you will feel more confident replicating those moves.","It is self-proctored, so there is definitely a level of trust in the participants when it comes to actually sitting down and standing up when evaluating the moves.",I just focused on the moves infront of me and tried to replicate them either in my head or in my space,They were clear - it made sense that these pictures are being used to replicate a mirror image
R_22Dqi8MmKyJQFs0,2021-02-23 17:03:59,2021-02-23 13:01:18,2021-02-23 13:03:58,False,control,,,,,,,,,,
R_pau7R5HleInyIg1,2021-02-23 20:26:28,2021-02-23 16:09:05,2021-02-23 16:26:27,False,control,,,,,,,,,,
R_1gToA5dwcVrB0oE,2021-02-24 10:56:10,2021-02-24 10:07:38,2021-02-24 10:56:10,True,stationary,2002,Some college but no degree,student,Male,Other:,how well athletic or movement-based individuals memorized muscle movements and patterns,"people who are not affiliated with outdoor activities, dancing, or sports perform worse than those who are",it was clear,physical memorization,"do no sit, stand"
R_2QhqaYt61VHa0fl,2021-02-28 21:18:32,2021-02-28 20:51:31,2021-02-28 21:18:31,True,control,1999,Bachelor's degree in college (4-year),Student,Female,Asian,Seeing how movement influences memory,that movement improves memory,no,"I figured we would have to memorize the types of movements, so I paid attention to that, but in terms of the sequence, I did not really try to remember that, so I probably didn't do so well on the tasks",yes
R_22RDcWfUmAZCCbb,2021-03-04 00:46:09,2021-03-04 00:16:51,2021-03-04 00:46:09,True,action,2001,High school graduate (high school diploma or equivalent including GED),Full Time Student,Female,"Black or African American,Hispanic or Latinx",The remembrance of movements and if whether athletes can recall movement sequences.,Athletes who have practiced their craft for a long time may have a higher chance of recalling movements whereas those who are not involved in sports cannot. This may not prove true for an athlete or non-athlete though.,N/A,I attempted to use my memory and prior experience with tumbling techniques I used when executing a tumbling pass.,"Yes, they were clear. I was able to interpret them clearly as well, showing that I was supposed to mirror the camera not use my opposite limb."
R_1KqYfSodSCUQVfp,2021-03-10 01:31:38,2021-03-10 00:56:38,2021-03-10 01:31:37,True,control,1999,Some college but no degree,Student,Female,Asian,Muscle memory. And the effect of past athletic training.,People with more athletic experience remember the moves better.,I think it's pretty clear.,I moved my arms to remind myself. But mostly just followed instinct.,The third picture is not very clear.
R_1lABrnB3MyGot8y,2021-03-10 04:55:18,2021-03-10 00:35:21,2021-03-10 00:55:17,False,action,,,,,,,,,,
R_3lPvEQtlP7KmTDj,2021-03-10 04:56:37,2021-03-10 00:55:17,2021-03-10 00:56:37,False,stationary,,,,,,,,,,
R_1GZJt7pDpDbHP7P,2021-03-11 16:06:06,2021-03-11 15:28:40,2021-03-11 16:06:06,True,stationary,2000,Some college but no degree,student,Female,Asian,"Memory association with bodily movements, muscle memory","If one has had more formal sports training, then they would have better muscle memory for these movements.",no,I tried to find any patterns in the movements and counted which one they were,yes
R_BE1HOd3Ugfx1YKR,2021-03-12 17:05:40,2021-03-12 13:00:44,2021-03-12 13:05:40,False,action,,,,,,,,,,
R_diKlNstAqAVUlGx,2021-03-12 17:20:36,2021-03-12 16:56:34,2021-03-12 17:20:36,True,stationary,2000,High school graduate (high school diploma or equivalent including GED),student,Female,Asian,Relation of physical training to physical memory,That I have poor memory,It was clear,Repeating movements mentally,Yes
R_2eOm5IYcM6ReLzL,2021-03-15 09:46:12,2021-03-15 09:17:24,2021-03-15 09:46:11,True,action,1999,Some college but no degree,Student,Female,Asian,Muscle memory,Those with more experience in physical activity would show a higher degree of movement memorization,N/A,Focused on mirroring the movements without falling behind. Tried to not peek at the time remaining.,"Yes, since my main question was if I should reproduce the movements mirrored or not."
R_3pg88lsRNKZsC2u,2021-03-18 22:51:38,2021-03-18 22:25:45,2021-03-18 22:51:38,True,control,2001,Some college but no degree,student,Female,Asian,How previous experience impacts memory of actions.,"More experience leads to more retention of actions. ",N/A,"Attentive watching. ",Yes
R_3L5eGkgfFgPrBfL,2021-03-24 17:54:11,2021-03-24 13:52:59,2021-03-24 13:54:11,False,stationary,,,,,,,,,,
R_XNX5ZiDTsh5aiw9,2021-03-28 17:01:29,2021-03-28 16:31:56,2021-03-28 17:01:29,True,control,2002,Some college but no degree,student,Male,White,memory,whether physical movements can distort or weaken memory,it was all clear,formulate images in my mind of the movements i was making during answering the questions,I was a bit confused on whether to mimic the actor or walk in place
R_2Qyw1pg2r1Zorut,2021-03-31 14:52:18,2021-03-31 14:23:08,2021-03-31 14:52:17,True,stationary,1999,High school graduate (high school diploma or equivalent including GED),Student,Female,"Hispanic or Latinx,White",Remembering movements and past experience with sports,"Have not played sports recently, and could not remember certain movements that well.",no,Trying to remember the movements,They were clear
R_55A6Wc3Ioig7PO1,2021-04-03 16:16:02,2021-04-03 15:49:42,2021-04-03 16:16:02,True,control,1998,Bachelor's degree in college (4-year),Student,Female,White,Remembering movements depending on whether you are sitting or in movement yourself.,How movement affects our memory.,"I was unsure what I should be looking for in the videos. I didn't pay much attention to the order of movements, so I really struggled to answer those questions.",Repetition,Very clear!
R_recAzs3jcXnZ7Md,2021-04-08 01:13:38,2021-04-07 21:10:13,2021-04-07 21:13:35,False,stationary,,,,,,,,,,
R_1K12yqCwViywoJf,2021-04-08 11:21:57,2021-04-08 10:42:40,2021-04-08 11:21:57,True,action,1998,Associate degree in college (2-year),student,Female,Asian,memory with seeing and engaging,doing the activities help with memory,,,yes
