ResponseId,RecordedDate,StartDate,EndDate,Finished,condition,Birth_Year,Education,Occupation,Gender,Race,Exp_Guess,Results_Guess,Understanding,Strategies,Images
R_1nZvHT20QlYVl4Q,2020-12-11 19:06:05,2020-12-11 18:40:46,2020-12-11 19:06:05,1,action,2001,2,student,2,1,muscle memory,by partaking rather than watching actions you remember them better,the study was clear,tried to give moves names to remember them by,the images were clear
R_1EjsU2bOILm1E5T,2020-12-14 13:57:13,2020-12-14 13:29:19,2020-12-14 13:57:13,1,action,1999,3,student,1,4,Whether physical action leads to greater memory,That physical action does lead to greater memory,The shorter videos (11 sec) buffered each time,"I tried to remember the order by saying it out loud ",yes they were clear
R_1opw5pnx0TGxOuo,2020-12-16 19:48:14,2020-12-16 15:46:50,2020-12-16 15:47:52,0,stationary,,,,,,,,,,
R_uqsAXYlwGWhSiHv,2020-12-17 10:32:34,2020-12-17 09:58:23,2020-12-17 10:32:34,1,control,2001,3,student/intern,1,4,How people understand movement and whether dance or martial arts training has an effect.,"I would've assumed that training in dance or martial arts would help, but I found it very difficult because the movements were being repeated but in isolated videos, I couldn't do it along with the video, and it was stationary.",I didn't realize I was looking for smaller patterns within the whole video.,"I initially tried to remember the pattern, but the video was too long for that. I also tried to visualize myself doing each movement, but moving with the video would've been easier.",Yes
R_1roUDxtrbunbHef,2020-12-20 20:28:27,2020-12-20 20:03:18,2020-12-20 20:28:26,1,control,,5,student,1,4,working out and memory,people who do more physical activities have a better chance of remembering the movements,,,walk in place and move hands as you do so
R_3g7TqAJCZNbZ8JI,2020-12-21 01:23:02,2020-12-20 21:04:58,2020-12-20 21:22:36,0,stationary,,,,,,,,,,
R_3Ic4uQ9YZNVQXGE,2021-02-23 20:55:22,2021-02-23 16:50:23,2021-02-23 16:55:21,0,control,,,,,,,,,,
R_2uU7IH5rL0I0Beu,2021-02-23 21:17:22,2021-02-23 17:13:09,2021-02-23 17:17:19,0,stationary,,,,,,,,,,
R_2P86vYRWi4fyQnu,2021-02-24 15:12:35,2021-02-24 14:46:24,2021-02-24 15:12:35,1,action,2001,2,Full-Tme Student,1,"2,1",Dancing and Memory of the types of dances.,I think they would show that people with formal dancing skills will be better at guessing the movements.,"The recent (years) made me confused, I put the age that I first began.",I tried to picture the movements in my head.,"They were, I understood that I had to follow the movements like a mirror."
R_3gMjj5c4HnDNeVL,2021-02-25 18:23:20,2021-02-25 17:55:16,2021-02-25 18:23:20,1,action,1999,3,Student,1,1,muscle memory,people with formal experience (particularly with dance/repetitive movements) are better at remembering sequences of movements and what comes next based on their ability to remember movements,,"followed the instructions, trusted my instincts/memory",yes
R_a9MSRxNGf5PoAdH,2021-02-26 22:24:44,2021-02-26 21:57:38,2021-02-26 22:24:44,1,action,2001,3,student,1,1,Muscle memory to memorize movements in sequence,people with formal dance or martial arts experience would be better at performing the task and remembering sequences of movements,no,copy the movements on the screen,yes
R_1fftoTDPgXSVn7m,2021-03-01 19:59:15,2021-03-01 15:54:18,2021-03-01 15:59:13,0,control,,,,,,,,,,
R_2Xcyu1k8au3IJne,2021-03-03 15:37:13,2021-03-03 15:10:01,2021-03-03 15:37:13,1,stationary,1999,2,Full time student. Part time teaching assistant,3,4,How people learn movement patterns,People learn better when they are standing in the position of the person in the video than sitting down or standing still,No. I think it was easy enough to understand,I repeated the movements he did aloud to myself,Yes
R_3fJzX6lUowC9Eqm,2021-03-05 20:58:28,2021-03-05 20:34:19,2021-03-05 20:58:27,1,action,1999,2,student,1,4,Relationship between prior training in sports/dancing and memorization of random movements,Sports/dance experience helps to memorize these random moves.,,Guessing. I'm not good at memorizing moves.,Yes they were clear.
R_4SJVKhER6MUhxNn,2021-03-06 22:17:04,2021-03-06 21:51:39,2021-03-06 22:17:04,1,stationary,2000,3,Student,2,1,"How different motions are stored in our brain, and how we can recall them.","That recalling motion is easier when we're actually moving. It's a subconscious thing,",No,"I mostly tried what ""felt right"", instead of trying to remember what happened. But when I did try to remember, I was looking for repeating patterns.",Yes. I did as the images said
R_1isvn10Ya3STFTi,2021-03-08 08:34:03,2021-03-08 08:05:51,2021-03-08 08:34:03,1,control,2000,3,student,1,1,Ability to follow and memorize different series of movements.,"That I am unable to remember these series of patterns.  ",Nope! It was very clear. The diagrams given did a good job.,I focused on the individual movements rather than the combinations of them.,Walk in place at a steady pace.
R_WpTrLvuQZ0fnN97,2021-03-11 16:15:37,2021-03-11 15:47:32,2021-03-11 16:15:37,1,action,1999,5,Software Developer,1,1,Seeing how muscle memory can be better or worse for people who are experts in different areas,That dance and more structured and planned activity movements correlates to better muscle memory,It was very clear to understand,I tried to concentrate on the moves I was seeing,"They were clear, although I am not able to see the third image"
R_1IaDNqugWs0onDJ,2021-03-11 19:08:51,2021-03-11 18:43:33,2021-03-11 19:08:51,1,stationary,2000,3,student,1,7,does experience in sports help you intuit movements?,yes,nope,remembered in blocks,yes
R_2S67YtQ0u0Nediw,2021-03-12 09:35:08,2021-03-12 09:08:04,2021-03-12 09:34:57,1,action,2000,2,Student,2,1,The effects of copying movement on remembering it,They would show that people who copied the movements remembered them better,no,i did not think of any strategy,"yes, to copy as if the video was a mirror"
R_25yXqXnTXEfJGgx,2021-03-13 12:15:42,2021-03-13 11:50:16,2021-03-13 12:15:41,1,stationary,2002,2,Student,1,1,How to best learn movements,It's hard to learn movements if you are not physically doing them,"It would probably be helpful to keep the instructions for how participants should act while watching the videos up while the video is playing, in case someone forgets or second-guesses themselves ",I tried to name each movement and said the name in my head each time the movement was done,"Yes, I just imitated the person in the picture"
R_3iPC0UtSkL5wSLd,2021-04-02 19:03:17,2021-04-02 18:38:45,2021-04-02 19:03:16,1,stationary,2002,3,University Student,1,1,The relationship between one's former experience with various kinds of activities and the effect of different body positions on their capacity to comprehend and recall movement,"Those with more experience in activities such as dance and martial arts are more likely to accurately remember the movements. 
Standing increases the likelihood that one will recall the movements.","The study was sufficiently clear!
","I focused on memorizing the movements themselves, but did not pay sufficient attention to their order","I thought that the images were clear...I relied more on the text, though, in designating the specifics of how to position myself"
R_ZwxZ6NcCX9IhGgh,2021-04-03 15:17:56,2021-04-03 14:45:36,2021-04-03 15:17:56,1,control,2002,2,student,1,1,learning and movement,"that we do better when we perform ",no i understood it all,i did the actions fully and tried to remember the previous movements,Yes they were clear. I interpreted them well and did the movements accurately.
R_Xk4nj9EiblUI9oZ,2021-04-06 13:30:24,2021-04-06 12:53:14,2021-04-06 13:30:24,1,action,2002,3,student,1,1,Repetition in learning,Physically performing the movements betters memory than passively watching movements,,"I tried to perform the movements to my best ability and remember how certain movements made me feel to better encode them, but I will admit that I did not foresee the actual order of the movements being as necessary as it was",clear!
