ResponseId,RecordedDate,StartDate,EndDate,Finished,condition,Dance_Forms,Dance_Details_1_1,Dance_Details_1_2,Dance_Details_1_4,Dance_Details_2_1,Dance_Details_2_2,Dance_Details_2_4,Dance_Details_3_1,Dance_Details_3_2,Dance_Details_3_4,Dance_Details_4_1,Dance_Details_4_2,Dance_Details_4_4,Dance_Details_5_1,Dance_Details_5_2,Dance_Details_5_4,Dance_Details_6_1,Dance_Details_6_2,Dance_Details_6_4,Dance_Details_7_1,Dance_Details_7_2,Dance_Details_7_4,Dance_Details_8_1,Dance_Details_8_2,Dance_Details_8_4,Dance_Details_9_1,Dance_Details_9_2,Dance_Details_9_4,Dance_Details_10_1,Dance_Details_10_2,Dance_Details_10_4,Dance_Details_11_1,Dance_Details_11_2,Dance_Details_11_4,Dance_Details_12_1,Dance_Details_12_2,Dance_Details_12_4,Dance_Details_13_1,Dance_Details_13_2,Dance_Details_13_4,Dance_Details_14_1,Dance_Details_14_2,Dance_Details_14_4,Dance_Details_15_1,Dance_Details_15_2,Dance_Details_15_4,Dance_Details_16_1,Dance_Details_16_2,Dance_Details_16_4,Dance_Details_17_1,Dance_Details_17_2,Dance_Details_17_4,Dance_Details_18_1,Dance_Details_18_2,Dance_Details_18_4,Dance_Details_19_1,Dance_Details_19_2,Dance_Details_19_4,Dance_Details_16_TEXT,Dance_Details_17_TEXT,Dance_Details_18_TEXT,Dance_Details_19_TEXT
R_YQDCfe7jPex8XWF,2020-12-13 01:40:11,2020-12-13 01:14:12,2020-12-13 01:40:10,1,stationary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3lp76hgXxNis0LL,2020-12-14 19:06:25,2020-12-14 18:27:15,2020-12-14 19:06:25,1,stationary,"2,8,15",,,,1,5,2,,,,,,,,,,,,,,,,12,4,3,,,,,,,,,,,,,,,,,,,12,4,4,,,,,,,,,,,,,,,,
R_2vjiW0FSngfhj5d,2020-12-15 21:11:54,2020-12-15 20:44:08,2020-12-15 21:11:54,1,control,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2DYwc2acZoiKh3s,2020-12-19 13:15:53,2020-12-19 12:49:47,2020-12-19 13:15:52,1,action,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_31iwXySSp82yTYk,2020-12-20 15:26:08,2020-12-20 14:52:48,2020-12-20 15:26:08,1,stationary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2t4NJLn62bkRrJR,2021-02-23 16:54:16,2021-02-23 16:26:27,2021-02-23 16:54:15,1,action,"2,7,12",,,,2,5,2,,,,,,,,,,,,,5,2,4,,,,,,,,,,,,,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,
R_22Dqi8MmKyJQFs0,2021-02-23 17:03:59,2021-02-23 13:01:18,2021-02-23 13:03:58,0,control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_pau7R5HleInyIg1,2021-02-23 20:26:28,2021-02-23 16:09:05,2021-02-23 16:26:27,0,control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1gToA5dwcVrB0oE,2021-02-24 10:56:10,2021-02-24 10:07:38,2021-02-24 10:56:10,1,stationary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2QhqaYt61VHa0fl,2021-02-28 21:18:32,2021-02-28 20:51:31,2021-02-28 21:18:31,1,control,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_22RDcWfUmAZCCbb,2021-03-04 00:46:09,2021-03-04 00:16:51,2021-03-04 00:46:09,1,action,4,,,,,,,,,,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1KqYfSodSCUQVfp,2021-03-10 01:31:38,2021-03-10 00:56:38,2021-03-10 01:31:37,1,control,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1lABrnB3MyGot8y,2021-03-10 04:55:18,2021-03-10 00:35:21,2021-03-10 00:55:17,0,action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3lPvEQtlP7KmTDj,2021-03-10 04:56:37,2021-03-10 00:55:17,2021-03-10 00:56:37,0,stationary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1GZJt7pDpDbHP7P,2021-03-11 16:06:06,2021-03-11 15:28:40,2021-03-11 16:06:06,1,stationary,"2,7",,,,1,17,0,,,,,,,,,,,,,2,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_BE1HOd3Ugfx1YKR,2021-03-12 17:05:40,2021-03-12 13:00:44,2021-03-12 13:05:40,0,action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_diKlNstAqAVUlGx,2021-03-12 17:20:36,2021-03-12 16:56:34,2021-03-12 17:20:36,1,stationary,"2,7,8",,,,1,10,0,,,,,,,,,,,,,2,8,0,2,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2eOm5IYcM6ReLzL,2021-03-15 09:46:12,2021-03-15 09:17:24,2021-03-15 09:46:11,1,action,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3pg88lsRNKZsC2u,2021-03-18 22:51:38,2021-03-18 22:25:45,2021-03-18 22:51:38,1,control,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3L5eGkgfFgPrBfL,2021-03-24 17:54:11,2021-03-24 13:52:59,2021-03-24 13:54:11,0,stationary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_XNX5ZiDTsh5aiw9,2021-03-28 17:01:29,2021-03-28 16:31:56,2021-03-28 17:01:29,1,control,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2Qyw1pg2r1Zorut,2021-03-31 14:52:18,2021-03-31 14:23:08,2021-03-31 14:52:17,1,stationary,"8,15",,,,,,,,,,,,,,,,,,,,,,8,10,2,,,,,,,,,,,,,,,,,,,8,10,2,,,,,,,,,,,,,,,,
R_55A6Wc3Ioig7PO1,2021-04-03 16:16:02,2021-04-03 15:49:42,2021-04-03 16:16:02,1,control,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_recAzs3jcXnZ7Md,2021-04-08 01:13:38,2021-04-07 21:10:13,2021-04-07 21:13:35,0,stationary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1K12yqCwViywoJf,2021-04-08 11:21:57,2021-04-08 10:42:40,2021-04-08 11:21:57,1,action,"2,7,8,9,15,16,17",,,,2,7,1,,,,,,,,,,,,,1,12,1,1,12,1,3,10,2,,,,,,,,,,,,,,,,1,12,1,4,0.1,2,0.16,0,1,,,,,,,,,,
